text,label
"State Bank of India held investor interactions on 30.05.2025 with firms like Millennium Capital, Citadel Asia, and Aberdeen. Meetings included a group session with Aditya Birla Sun Life, Helios Capital, and Kotak Mahindra. Only public info was shared.",NEUTRAL
SBI's report forecasts household net financial savings to reach ₹22 lakh crore in FY25. This amount represents 6.5% of Gross National Disposable Income for FY 2024-25.,POSITIVE
"NTT invests 110.8 billion yen in SBI Holdings, acquiring an 8.18% stake as part of a business alliance.",POSITIVE
"State Bank of India shows high volatility, trading above key moving averages with mixed yearly performance. It outperformed Sensex last 3 months with a 15.9% gain. Despite a 4% yearly decline, SBI's market cap stands at Rs 7,11,738.5 crore. Year-to-date, it gained 0.3% against Sensex's 4.2% rise, indicating a positive trend.",NEUTRAL
"Private banks aggressively wrote off bad loans in FY25; SBI's write-offs rose to ₹26,542 crore from ₹17,645 crore in FY24. ICICI Bank's write-offs increased to ₹9,271 crore, and Axis Bank's to ₹11,833 crore in FY25. Write-offs focus on small value loans.",NEGATIVE
"Baroda Rayon secures INR1 billion term loan from SBI for Surat project. Loan will finance commercial real estate development in Surat, India.",NEUTRAL
"Day trading guide for May 27, 2025, covers Nifty futures and major stocks like Reliance, Infosys, HDFC Bank, TCS, SBI. It provides intraday supports, resistances, entry, and stop loss levels. Recommendations are based on Technical Analysis with trade risks. Key entry points: Infosys above 1590, Reliance above 1445, TCS above 3545, Nifty 50 futures above 24980.",NEUTRAL
"RBI's surplus transfer may reduce fiscal deficit by 20-30 bps, potentially lowering it to 4.2% of GDP by FY26, says SBI report.",POSITIVE
"State Bank of India's FY 2025 net income rose 16% to 775.6b, with EPS at 86.91, beating estimates. Revenue fell 3.5% to 3.16t. Shares are down 2.8% from a week ago. Revenue is expected to decline 2.8% annually over the next 3 years.",NEUTRAL
"SBI released its Annual Report for FY 2024-25, including the Business Responsibility and Sustainability Report and notice for the 70th AGM via electronic mode. SBI's FY2024-25 report shows Rs 70,901 crore net profit, 12% growth in advances to 42.21 lakh crore, and a 9.5% YoY deposit growth. CASA ratio stands at 39.97%.",POSITIVE
SBI approves $3B overseas fundraising via public/private placement of notes in FY 2025-26. KPR Mill promoters to divest 3.2% stake through block deals at a 10% discount. BSE launches 4 new Factor Indices. Sonata Software launches AI platform AgentBridge. UGRO Capital to raise ₹915 crore through debentures and ₹400 crore via rights issue.,POSITIVE
State Bank of India's Executive Committee approved a $3B fund raise through public offer or private placement. Funds will be raised via senior unsecured notes in USD or major foreign currency planned for FY 2025-26.,POSITIVE
"Day Trading Guide suggests key supports/resistances for Nifty Futures and stocks like Reliance, Infosys, HDFC Bank, TCS, SBI. Recommendations based on technical analysis. Infosys: Go short at 1565. ITC: Go long above 438. Reliance: Fresh longs above 1450. SBI: Go long at 790. TCS: Long on dips at 3495.",POSITIVE
"SBI reduces FD interest rates by 20 bps across all tenors from May 16, 2025, following RBI's repo rate cut. SBI's Amrit Vrishti scheme now offers 6.85% interest for the general public, down from 7.05%, affecting senior citizens too.",NEGATIVE
SBI Mutual Fund's Rs 500/month SIP offers a 21% annualised yield over 10 years. CAGR measures the smoothened rate of return on investments annually compounded.,POSITIVE
"Nine of the top 10 firms added ₹3.35 lakh crore in market value, with Reliance leading. BSE index rose 2,876.12 points. Reliance's mcap increased by ₹1.07 lakh crore. Bharti Airtel was the only laggard, losing ₹19,330.14 crore in valuation.",NEUTRAL
State Bank of India will interact with institutional investors and analysts on 21.05.2025. Meetings organized by Centrum Broking Limited will be in person; only public information will be shared.,NEUTRAL
SBI and IEX stocks to go ex-date on May 16 for dividends. 8 other companies also announced dividend rewards to shareholders.,NEUTRAL
"Stocks to watch include Eicher Motors, Tata Power, Torrent Power, SBI, and more. Other notable stocks: Apollo Tyres, JB Chemicals, Karnataka Bank, Muthoot Finance, Hitachi Energy.",NEUTRAL
"SBI's executive committee will meet on May 20 to consider raising up to $3 billion via offshore bonds for FY 2025-26. The funds may be raised in tranches using senior unsecured notes under Regulation S and Rule 144A of the US Securities Act. This aligns with SBI's strategy to enhance growth, meet capital norms, and fund overseas operations amid stable rupee and strong investor interest. Shares ended 0.2% lower at ₹800.35.",NEUTRAL
"Q4FY25 results live today: Tata Motors, Bharti Airtel, Cipla, GAIL, Hero Motocorp among others to release Q4 numbers. Axis Securities notes Q4FY25 earnings show mixed trends due to capex, positive economic measures, volatile currency, trade, and crude prices.",NEUTRAL
"State Bank of India adjusts its valuation, showing a PE ratio of 10.1, price to book value of 1.6, ROE of 16.1%, and ROA of 1.1%. Despite strong long-term returns, SBI's recent performance lags behind Sensex, with higher valuation compared to Bank of Baroda, PNB, and Union Bank.",NEUTRAL
"SBI ranks among top 100 global companies by net profit, becoming the third Indian firm to achieve this.",POSITIVE
"SBI announces a 1590% final dividend for FY 2024-25, with a record date of May 16, 2025, and payment on May 30, 2025. SBI reported a 10% decline in net profit to Rs 18,643 crore for Q4 ended March 31, 2025. Total income increased to Rs 1,43,876 crore from Rs 1,28,412 crore YOY. Asset quality improved, with gross NPAs down to 1.82% from 2.24%. Consolidated net profit fell 8% to Rs 19,600 crore, but total income rose to Rs 1,79,562 crore.",NEUTRAL
"State Bank of India joins global top 100 in net profit with $9.2B in FY25, ranking 98th among profitable firms like Alphabet and Apple. SBI's strong growth backed by 31% CAGR in net profit and Q4 earnings outperformance; shares rose 9.3%, surpassing Nifty50's 8.2% gain.",POSITIVE
"Coforge, GCPL, and SBI plan key corporate actions starting May 12, including dividends, rights issues, and a demerger. These actions are announced alongside Q4 results for the financial year 2024-25 by mid and large cap firms.",NEUTRAL
"SBI and other lenders to gain between ₹330 crore to ₹9,000 crore from selling Yes Bank stake to SMBC.",POSITIVE
"Key stocks to watch on May 12 include Happiest Minds, Tata Steel, YES Bank, SBI, IndusInd Bank. Also on the list are Triveni Turbine, Adani Power, and various pharma stocks, according to Upstox.",NEUTRAL
"SBI sells 13.19% Yes Bank stake to SMBC for ₹8,889 crore. Swiggy's Q4 losses nearly double to ₹1,081 crore. Canara Bank raises ₹16,700 crore in 10 weeks. Bank of India's Q4 profit jumps 82% to ₹2,626 crore. Dr. Reddy's net profit rises 22% to ₹1,594 crore. GAIL explores 1GW renewable energy projects in Karnataka.",POSITIVE
"Yes Bank sees Sumitomo Mitsui acquire 20% stake from SBI and lenders. Adani Power wins 1,500 MW supply contract for UP. Dr Reddy's profit rises 22% YoY, revenue up 8.6%. Bank of India's profit surges 82.5% YoY; NII grows 2.1%.",POSITIVE
"Yes Bank and SBI are expected to benefit from Sumitomo's stake acquisition, boosting their market presence. The strategic implications for SMBC Group remain unclear, raising questions about their long-term gains.",POSITIVE
"Sumitomo Mitsui Banking Corp (SMBC) buys a 20% stake in Yes Bank, benefiting Yes Bank and sellers like SBI, IDFC, and Bandhan. SBI sees a 7.5% profit rise in FY26. SMBC's stake aids Yes Bank with capital, expertise, and potential foreign clients, despite RBI's 26% voting rights cap. SMBC may increase its stake if experience is favorable.",POSITIVE
"22 stocks, including SBI, Raymond, Coforge, will trade ex-date this week for dividends, stock splits, demerger. Record dates fall May 12-16. SBI's final dividend ex-date is May 16; Coforge, Godrej Consumer, IFGL Refractories, Foseco India set interim dividends. Raymond plans spin-off.",NEUTRAL
"State Bank of India published a newspaper notice regarding unclaimed interest transfer to IPEF. Rain Industries reported consolidated revenue of 37,680.2M INR with a net loss of 1,376.9M INR for Q1 2025.",NEUTRAL
"SBI held an analyst meet discussing FY25 results, highlighting continuity, profitability, and strategic initiatives. Chairman C.S. Setty thanked stakeholders for support and outlined the global and domestic economic scenarios. SBI's FY25 net profit rose 16.08% YoY to ₹70,901 crore, with domestic credit growth at 11.56% and deposit growth at 9.48%. Asset quality remained strong with a slippage ratio of 0.55% and PCR at 74.42%.",POSITIVE
"SBI's Executive Committee approved divestment of 13.19% stake in Yes Bank to Sumitomo Mitsui Banking Corp at Rs.21.5/share. The transaction, worth Rs. 8,888.97 crores, awaits all regulatory and statutory approvals per SEBI LODR regulations.",POSITIVE
"SBI fined 1.73 crore by RBI for regulatory non-compliance, covering loan issues, customer protection, and account discipline. Penalty imposed under Banking Regulation Act, based on inspections of March 31, 2023, financials.",NEGATIVE
"SBI to sell 13.19% stake in Yes Bank to Japan's SMBC for Rs 8,889 Cr. SMBC to acquire 4.13B shares. Yes Bank aims for global investors to strengthen operations. SMBC, part of Sumitomo Mitsui, has assets over $1.7T.",POSITIVE
"SBI to sell 13.19% stake in Yes Bank, 413.44 crore shares to Sumitomo Mitsui at Rs.21.50/share. This sale amounts to a total consideration of approx. Rs.8888.97 crore, pending approvals.",POSITIVE
"SBI, IEX, Foseco, Godrej Consumer Products among nine firms to go ex-dividend next week. These stocks may see increased focus from May 13 to May 16, 2025, due to dividend announcements.",NEUTRAL
"State Bank of India (NSE:SBIN) raises its dividend to ₹15.90, a 2% yield, surpassing industry norms. The payout ratio of 18% indicates dividend sustainability. Despite past cuts, dividends grew at 18% annually since 2015. With EPS growing at 31% annually over five years, SBI is poised as a strong dividend stock.",POSITIVE
"Day trading guide for May 8, 2025, provides intraday supports and resistances for Nifty futures and stocks like Reliance, Infosys, HDFC Bank, TCS, and SBI. Recommendations include going long on HDFC Bank if it breaches 1950 and shorting Infosys if it slips below 1490. Trading advice is based on technical analysis.",NEUTRAL
"The India-UK FTA aims to reduce China's reliance, manage US tariffs, and reshape the UK economy post-Brexit, says SBI Research. It will cut tariffs on 90% of traded goods. The deal could boost bilateral trade by £25.5B, UK GDP by £4.8B, and wages by £2.2B annually. India's trade share with the UK rose to 1.91% in 2024-25.",POSITIVE
"State Bank of India announces its 70th AGM on June 13, 2025, at 2:30 PM via video conferencing. The meeting will discuss balance sheet, P&L account, and auditor's report. Book closure for dividend payment is scheduled from May 17-19, 2025. Remote e-voting facilitated by NSDL opens June 9-12, 2025. AGM participation details available on SBI's website.",NEUTRAL
"SBI plans to raise equity capital up to 25,000 crores. Shareholders meeting on June 13, 2025, via video conferencing to approve capital raising.",POSITIVE
"State Bank of India upgraded for strong financials, boasting 46.7% net profit and 9.8% net interest income growth. SBI's asset quality impresses with a 1.8% gross NPA ratio, better than peers. Its cost-to-income ratio is 53.6%, net interest margin 3.0%.",POSITIVE
"SBI and Kotak Mahindra Bank shares fell due to weak Q4 FY25 earnings. SBI shares dropped 1.3%, while Kotak shed over 4.5%.",NEGATIVE
SBI Research suggests RBI may cut rates by 125-150 bps in FY26. Report recommends 50 bps 'jumbo' cuts amid benign inflation patterns.,POSITIVE
BGR Energy Systems Ltd announced the closure of a forensic audit by State Bank of India. BGR Energy manufactures equipment for power plants and handles BOP and EPC contracts.,NEUTRAL
"SBI shares face pressure post-Q4; brokerages like Jefferies and CLSA are bullish, targeting Rs 1,050. Concerns over margins and slower loan growth cause mixed reactions; Macquarie remains cautious on SBI's future.",NEUTRAL
"State Bank of India (SBI) shows high intraday volatility, outperforming its sector by 0.3%. It remains above long-term moving averages but below the 5-day average. SBI saw a 1.37% daily and 3.5% weekly drop, contrasting with a 5-year growth of 362.8%, outpacing Sensex's 157%.",POSITIVE
"State Bank of India FY 2025 results show revenue of 3.43 trillion, up 4.8% from FY 2024. Net income rose 16% to 775.6 billion. EPS increased to 86.91 from 75.17, beating analyst estimates by 2.2%. Revenue is predicted to decline 9.8% annually over the next 3 years.",POSITIVE
"SBI's Q4 results matched estimates due to robust treasury gains offsetting higher opex. Analysts recommend 'Buy' as SBI guides 12-13% loan growth, NIM pressure for FY26. SBI plans to raise Rs 25,000 crore, benefiting from surplus liquidity. Earnings estimates are cut due to NIM compression. Target prices vary, with CLSA at Rs 1,050, others lower.",POSITIVE
"Indian benchmark equity indices set for positive start May 5, 2025, amid favorable global and domestic cues. GIFT Nifty signals higher start; stocks to watch: SBI, AU Small Finance Bank, M&M, Marico, Ircon.",NEUTRAL
"Nifty, Sensex open flat amid mixed results; State Bank of India, Kotak Mahindra Bank, DMart report profit drops in Q4 FY25. Indian Bank reports profit rise; Q4 earnings fall short due to weak demand; markets face headwinds from trade uncertainties, global risks.",NEGATIVE
"CLSA maintains an outperform rating on SBI, lowers estimates by 4%, targets Rs 1,050 per share. Reduction due to slower loan and deposit growth impacting SBI's performance.",NEUTRAL
"Stocks in focus: DMart, SBI, Kotak Bank, M&M, Tejas Networks as per The Economic Times.",NEUTRAL
"Nifty Bank's reaction to SBI and Kotak Bank results influences Nifty moves today. Nifty 50 closed at 24,346.7; Sensex at 80,501.9. Wall Street's winning streak pressures US Fed to cut rates. SBI, Kotak, Netweb Tech, CDSL, and others are reacting to quarterly earnings.",NEUTRAL
"Stocks to Watch Today: SBI, Kotak Mahindra Bank, Marico, Indian Bank, RR Kabel, AU SFB, Azad Engineering. Key stocks include Marico Ltd, Kotak Mahindra Bank Ltd, State Bank of India, Indian Bank, and AU Small Finance Bank.",NEUTRAL
"SBI reports loan growth slowdown as firms repay debt using IPO funds, impacting credit growth projections. India's largest bank adjusted FY25 credit growth outlook to 14-16%, later guiding towards the range's lower end.",NEGATIVE
"SBI aims for RoA over 1% in FY26 despite margin pressure, says Chairman C S Setty. Chairman highlights challenge of declining rate cycle affecting margins.",POSITIVE
"SBI reports strong earnings with PAT at Rs 18,643 crore, supported by forex and treasury gains. GNPA ratio is lowest in a decade. Write-offs hit a 19-quarter high. NIM at a 15-quarter low, ROA at a 5-quarter low. CASA ratio improves to 39.97%.",NEUTRAL
"SBI revises FY26 loan growth target to 12-13% amid global tariff risks. US tariffs increase growth slowdown risk, impacting investment scenarios. Q4 FY25 PAT declines 10% to Rs 18,643 crore; FY25 PAT grows 16.1% to Rs 70,901 crore. SBI plans equity raise up to Rs 25,000 crore in FY26.",NEUTRAL
"State Bank of India reported no equity or bond issuance for Q4 2024-25, under SEBI regulations 32 and 52 (7A). Statement shows no deviation in the use of funds raised via non-convertible debt securities as of 31.03.2025.",NEUTRAL
"State Bank of India (SBI) has submitted a Security Cover Certificate as of March 31, 2025, in compliance with SEBI's Regulation 54 and other LODR requirements. Auditors, Ravi Rajan & Co. LLP, confirmed SBI's compliance with covenants of listed unsecured non-convertible debt securities, stating all covenants were met by March 31, 2025.",NEUTRAL
State Bank of India plans 12-13% credit growth for FY26 and boosts AI investments.,POSITIVE
"SBI reported lower NIM at 3.15% for Q4 FY25, lagging ICICI Bank's 4.41% and Kotak Mahindra's 4.97%. SBI's advances grew 12% y-o-y, while ICICI Bank's rose 13.3% and HDFC Bank's 5.4%. SBI's net profit declined nearly 10% y-o-y due to rising employee costs, while ICICI Bank's profit grew 18% and HDFC Bank's 6.7%. SBI's ROA was 1.12%, lower than ICICI and HDFC's.",NEGATIVE
"RBI may cut repo rate by 50 bps, affecting SBI's margins. SBI's margin guidance is moderated to 12-13% due to rising funding costs from term deposits. Despite margin pressure, SBI remains strong, maintaining RoE over 15% and RoA over 1%. SBI plans 9-10% deposit growth in FY26, supporting 8 lakh crore credit growth.",NEGATIVE
"State Bank of India declares a dividend of 15.9 per share; record date is 16th May 2025. Book closure is 17th-19th May, with dividend payment set for 30th May 2025.",NEUTRAL
"SBI shows resilience in a tough quarter, though margin pressure is evident.",NEUTRAL
"State Bank of India reports Q4 results exceeding expectations, with net profit and NII surpassing forecasts. Final dividend announced by State Bank of India following strong financial performance in Q4.",POSITIVE
"SBI plans to raise ₹25,000 crore via QIP/FPO in FY25-26, targeting growth. Total advances as of March 2025 rose to ₹42.21 trillion, a 12% increase YoY, driven by SME and home loans.",POSITIVE
"SBI's Q4 provisions increased to ₹6,442 crore from ₹1,610 crore YoY. Slippages rose to ₹4,319 crore compared to ₹4,146 crore in the previous quarter.",NEGATIVE
"State Bank of India's Q4 profit declines due to shrinking net interest margin. It remains India's largest commercial bank. SBI has INR 36,812.8 billion deposits and INR 24,495 billion credits with 22,448 branches, mostly in India.",NEGATIVE
"State Bank of India reports a 10% drop in Q4 net profit due to shrinking net interest margin. Despite profit decline, SBI surpasses analysts' estimates for the January-March quarter.",NEGATIVE
"SBI reports Q4 net profit of ₹18,643 crore, exceeding estimate of ₹17,093.6 crore. NII at ₹42,774 crore, surpassing expected ₹42,465.7 crore.",POSITIVE
"State Bank of India's operating profit surpassed 1 lakh crore, up 17.9% YoY. Deposits reached 53 lakh crore, growing 27% YoY. Credit growth recorded at 12% YoY, with SME advances exceeding 5 lakh crore. GNPA Ratio stands at 1.8%, slippage ratio at 0.6%.",POSITIVE
"State Bank of India released Q4 FY2025 results, declaring a 15.9 share dividend. The bank plans to raise 25,000 crore in equity, following all required protocols.",NEUTRAL
"Major banks, including SBI, PNB, and HDFC Bank, cut lending rates after RBI's repo rate cut of 25 basis points to 6%. SBI reduced RLLR to 8.25%, HDFC Bank trimmed MCLR by 10 basis points, PNB lowered RLLR to 8.65%, affecting various loan categories.",POSITIVE
"SBI, Indian Bank, Kotak Mahindra, DMart, and others announce Q4 results today. Analysts expect SBI to report a profit decline. Quarterly updates include Agri Tech India, D Link India, Avenue Supermarts, Ksolves India, Odyssey Technologies, Privi Speciality Chemicals, and others.",NEGATIVE
"SC's liquidation of Bhushan Steel impacts lenders like SBI and PNB, affecting insolvency process. Rs 10.46 lakh crore claims under IBC may see cautious bidder interest. Banks may see losses, despite Bhushan Steel's profits. JSW Steel's Rs 19,700 crore offer could've reduced 58% debt. Liquidation may affect SBI's Rs 9,825 crore claims.",NEGATIVE
SBI Q4 results are under scrutiny amid muted performance. Watch for Bhushan Steel order commentary in SBI's report.,NEGATIVE
"State Bank of India to announce Q4 earnings on May 3, 2025. Analysts expect a 17.8% YoY profit drop to ₹17,093.6 crore; NII may rise by 1.9%.",NEGATIVE
"SBI Q4 results 2025 are expected to show weak performance due to muted income and higher provisions. The results will cover the March quarter of FY25, with a focus on earnings expectations and fundraising updates.",NEGATIVE
CID arrested SBI AGM for involvement in a 27 crore loan fraud case from 2013. The fraud case is linked to Hyderabad and involves Crime Investigation Department sleuths.,NEGATIVE
"State Bank of India announces change in senior management as Shri Pravin Raghavendra, Deputy MD and COO, will retire on 30.04.2025.",NEUTRAL
"State Bank of India to host analyst meet on 03.05.2025 at 5 PM post Q4FY25 results. Event at SBI Corporate Centre, webcast live. Analysts, institutional investors invited; presentation filed with exchanges. Public domain info shared; webcast link provided.",NEUTRAL
SBI shares fell 3% to ₹784.45 on BSE due to profit booking. The dip follows SBI's announcement to raise equity capital for growth this fiscal year.,NEGATIVE
"Day Trading Guide offers intraday supports, resistances for Nifty50, Reliance, Infosys, HDFC Bank, TCS, SBI. Recommendations include short, long positions with specific entry, stop loss levels for these stocks using Technical Analysis.",NEUTRAL
"State Bank of India plans equity capital raise to fund FY26 growth. Board meeting on May 3, 2025, to discuss and approve the proposal.",POSITIVE
"SBI may raise funds for FY26 through FPO, QIP or other modes. The proposal will be considered on May 3, 2025. SBI's board will also review financial results for the quarter and year ending 31.03.2025 and discuss FY24-25 dividend declaration.",POSITIVE
"State Bank of India faces technical challenges despite strong financials, with a low Gross NPA of 2.1% and 49.8% profit growth. Key indicators like MACD and KST show a downward trend, indicating a mildly bearish outlook despite robust financial performance.",NEUTRAL
"SBI's Q4 earnings may decline by 22% due to wage provisions, with profits expected between ₹16,000-20,000 crore. Fiscal year profits forecast between ₹64,700-70,800 crore. SBI's loan growth rose 13.8% YoY, driven by retail, corporate gains. Maintained asset quality with 2.07% NPA ratio, stable interest margins at 3.01%, and 9.8% deposit growth.",NEGATIVE
"Over 150 companies, including Bajaj Finance, SBI, OMCs, set to announce Q4 results between April 28 and May 3, 2025. Earnings season covers sectors like banking, cement, automobile, FMCG, insurance, IT; includes midcap firms like Praj Industries.",NEUTRAL
"SBI issues corrigendum to General Meeting Notice, altering item names and resolutions. Amendments align with RRB amalgamation; Andhra Pradesh Grameena Bank changes sponsorship.",NEUTRAL
"Ather Energy raises INR 1,340 Cr from anchor investors at INR 321/share, ahead of IPO. 4.17 Cr shares allotted to 36 investors including SBI, ADIA, Invesco, and more; IPO opens April 28.",NEUTRAL
"S&P affirms SBI's rating at BBB Positive/A-3, citing strong liquidity. The positive outlook is linked to India's sovereign rating and market leadership.",POSITIVE
"SBI Card reports a decline in quarterly profit due to increased bad loan provisions. State Bank of India, with a network of 22,448 branches, holds INR 36,812.8 billion deposits.",NEGATIVE
ICRA Limited reaffirms Bank of India's Fixed Deposit rating at AA+ (Stable). Bank of India has issued a notice of withdrawal to ICRA Limited.,NEUTRAL
"SBI General Insurance's net profit surged over two-fold to Rs 509 crore for FY25, up from Rs 240 crore in FY24. This growth reflects the strong performance of SBI's non-life insurance subsidiary, SBI General Insurance Co Ltd.",POSITIVE
ICRA assigns AAA credit rating with a Stable outlook for Bank of India's fixed deposits. ICRA rating reaffirmed after withdrawal notice.,NEUTRAL
"Bank of India sees a rise in open interest to 22,223 contracts, marking an 11.1% increase, with trading volume reaching 11,564 contracts. Despite recent stock decline of 2.2%, it trades above moving averages, showing long-term upward trend. Delivery volume dropped by 25%.",NEUTRAL
"Bank of India plans to raise capital through Basel III compliant bonds. Board to consider issuing Additional Tier 1 and Tier 2 Bonds on April 30, 2025.",NEUTRAL
Sales for SBI Cap Securities increased by 7.79% to Rs 597.56 crore. Net profit declined by 4.25% to Rs 130.79 crore compared to the previous year.,NEUTRAL
"Banking shares, including SBI, Axis Bank, and Bank of Baroda, surpassed the 200 DMA. The 200 DMA is a key indicator for identifying long-term trends in stock performance.",POSITIVE
"Equity benchmark indices showed resilience with marginal gains, Sensex rose by 205.28 points. Banking and finance stocks gained momentum due to liquidity boost, while metal stocks gained on safeguard duty news.",POSITIVE
"State Bank of India's evaluation shows stability in technical metrics with mixed signals. Valuation metrics classify the bank as fair, highlighting strong lending and market presence.",NEUTRAL
"Day Trading Guide provides intraday support and resistance levels for Nifty Futures and stocks like Reliance, Infosys, and SBI. Trade recommendations include specific entry and stop-loss levels, based on technical analysis.",NEUTRAL
"Fixed Deposits offer a risk-free investment option with guaranteed returns. Comparison of 5-year FD interest rates for 2025 by SBI, ICICI Bank, HDFC Bank, PNB, and the Post Office.",NEUTRAL
The latest NAVs for SBI's Fixed Maturity Plans show minimal variations across different series. The NAVs for both regular and direct plans across various series remain stable.,NEUTRAL
"MTNL has defaulted on loan repayments of over Rs 8,300 crore to multiple banks. The company's total financial indebtedness reaches Rs 33,568 crore, indicating a severe liquidity crunch.",NEUTRAL
"State Bank of India shares have increased 344% over five years, reflecting strong long-term growth. Earnings per share growth aligns with share price gains, indicating stable investor sentiment.",POSITIVE
"SBI Mutual Fund has launched multiple Fixed Maturity Plans (FMP) focusing on government securities. These FMPs invest primarily in state government securities, offering various series catered to different maturity timelines.",NEUTRAL
State Bank of India reported the highest UPI transaction failures due to technical issues in FY25. HDFC Bank and Bank of Baroda maintained lower technical decline rates compared to SBI.,NEGATIVE
"Quant Mutual Fund had a total AUM of Rs 88,284 crore in March. The fund's equity AUM stood at Rs 75,680 crore during the same period.",NEUTRAL
The RBI has issued guidelines to promote green finance through Green Deposits. SBI introduces the Green Rupee Term Deposit scheme to fund eco-friendly projects.,POSITIVE
State Bank of India warns against fake social media videos claiming a new AI investment platform. SBI clarified that these videos are part of an investment scam and should be ignored.,NEUTRAL
"Bank of India has seen an upgrade in its stock valuation grade, reflecting a more favorable classification. Key financial metrics such as a PE ratio of 6.56 and a dividend yield of 2.42% show strong long-term fundamentals.",NEUTRAL
State Bank of India appoints new audit firms for Q1 2025. 11 auditing firms selected for SBI's statutory central audit.,NEUTRAL
"Himalaya Food International has agreed on a One Time Settlement with banks led by SBI. The company will pay Rs. 43 Crores by September 30, 2025, with Rs. 4.3 Crores already deposited.",NEUTRAL
Eleven audit firms appointed for statutory central auditing by March 2025. Audit firms like Gokhale Sathe and Ravi Rajan Co. LLP are included.,NEUTRAL
SBI Research anticipates a possible 50 basis points rate cut by RBI in June and August. Total rate cuts could exceed 100 basis points due to uncertain economic conditions.,POSITIVE
"The Nagpur bench of the Bombay High Court fined SBI Rs 3,000 for not complying with orders to remove a lien mark. The directive for removing the lien was given in December 2024, but SBI failed to act on it.",NEGATIVE
"Bank of India has issued its Reconciliation of Share Capital Audit Report for Q1 2025. The audit confirms compliance with SEBI regulations, with no discrepancies found in share capital.",NEUTRAL
Bank released Share Capital Audit Report for March 2025 quarter. Audit by Pradeep Purwar Associates confirmed compliance with regulations.,NEUTRAL
State Bank of India reduces Repo Rate linked Lending Rate and External Benchmark Based Lending Rate by 25 bps. Cheaper loans by up to 25 bps will benefit borrowers with long-term floating rate loans like home loans.,POSITIVE
Andhra Pradesh's SIT orders the freezing of Allied Blenders & Distillers' bank accounts amid liquor scam probe. The investigation focuses on alleged kickbacks and restrictive policies favoring specific brands during the YSRCP-led government.,NEUTRAL
"Domestic markets gained nearly 2% last week due to positive global cues. ICICI Lombard, ICICI Prudential Life, and IREDA to announce quarterly earnings today.",NEUTRAL
"SBI directors approve restructuring package for RINL, aiding the company's turnaround efforts. Restructuring includes lower interest rates and margin money, following government capital infusion.",POSITIVE
State Bank of India cuts deposit rates after RBI's 25 basis point rate cut. SBI's lending rates remain unchanged due to stable cost of funds.,NEGATIVE
State Bank of India and Bank of India have reduced lending rates. The rate cuts follow the Reserve Bank of India's recent policy rate reduction.,POSITIVE
"State Bank of India will deploy Grahak Mitras to promote alternate banking channels at 4,500 branches. SBI plans to upgrade 62% of its ATMs and ADWMs by FY26 for improved self-service options.",POSITIVE
SBI has cut fixed deposit rates for specific durations. The Amrit Vrishti scheme has been reintroduced at reduced rates.,NEGATIVE
Bank of India cuts home loan interest rates by 25 basis points. New home loan rate is 7.90% p.a. based on CIBIL score.,NEUTRAL
Banks had increased FD rates due to RBI's tightening cycle. Reversal in rate cycle may lead to reduced returns on FDs.,NEUTRAL
"Indian banks are slashing FD rates due to the RBI's softer monetary stance. Savers, especially retirees, face reduced returns as banks cut rates to protect margins.",NEUTRAL
"Major UPI outage hit banking apps, affecting transactions nationwide. Google Pay, SBI, HDFC, and other banks reported significant issues.",NEGATIVE
"Analysts forecast significant growth potential for PSU bank stocks by 2025. SBI, Canara Bank, and others show promising targets due to improved asset quality.",POSITIVE
"SBI Mutual Fund announced NAV for its ETF and Fixed Maturity Plans as of April 11, 2025. NAVs for SBI ETFs like SENSEX and BSE 100 are reported, along with numerous Fixed Maturity Plan series.",NEUTRAL
Moneycontrol Pro continues to offer exclusive financial insights to its subscribers. The service provides detailed analysis and personalized content for investors.,NEUTRAL
"Public sector banks face profitability moderation due to limited deposit repricing and competitive lending rates. InCred Equities favors private banks over SOEs for stronger growth and valuations, with PNB as a preferred SOE pick.",NEGATIVE
"Bank of India disbursed ₹71,364 crores to 43.65 lakh MSME borrowers under PMMY in 10 years. BoI introduced an end-to-end digital process for Mudra loans, facilitating online loan applications and disbursements.",NEUTRAL
"Day Trading Guide provides key intraday support and resistance levels for Nifty Futures and stocks like Reliance, Infosys, and SBI. Recommendations are based on technical analysis with specific entry and stop loss levels, emphasizing risk management.",NEUTRAL
"Stocks of major companies like TCS and Tata Steel are highlighted for observation. Banking and tech sectors, including Infosys and Indian Bank, are under focus.",NEUTRAL
"Goldman Sachs identifies three bank stocks with upside potential, forecasting gains up to 29%. PNB Housing Finance, Axis Bank, and State Bank of India are highlighted for strong growth prospects.",POSITIVE
"Bank of India announced a reduction in Repo Based Lending Rate from April 9, 2025. RBI has decreased the repo rate by 25 basis points to 6.00%.",NEUTRAL
Bank of India and UCO Bank cut lending rates by 25 basis points. The rate reduction follows RBI's policy rate cut announced on Wednesday.,NEUTRAL
The RBI reduced the repo rate by 25 basis points. The policy stance shifted from neutral to accommodative.,NEUTRAL
Bank of India revises Repo Based Lending Rate to 8.85% following RBI's 25 basis point repo rate cut. RBI cut interest rates for second consecutive time to support economy amid US tariffs pressure.,NEUTRAL
Vijay Mallya lost an appeal against a bankruptcy order over a £1 billion debt to Indian lenders. The bankruptcy order was upheld despite claims that banks had recovered assets settling the debt.,POSITIVE
